"Geographic Area Name (NAME)","Year (YEAR)","2017 NAPCS collection code (NAPCS2017)","Meaning of NAPCS collection code (NAPCS2017_LABEL)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Type of operation code (TYPOP_LABEL)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue of NAPCS collection code ($1,000) (NAPCSDOL)","Industry contribution to total NAPCS collection code sales, value of shipments, or revenue (%) (NAICSALL_PCT)","Range indicating percent of total NAPCS collection code sales, value of shipments, or revenue imputed (NAPCSDOL_IMP)","Relative standard error of NAPCS collection code sales, value of shipments, or revenue (%) (NAPCSDOL_S)"
"United States","2017","7011725000","Transportation of livestock by water","00","Total for all sectors","All establishments","13","410 (s)","100.0","40% to less than 50%","53.3"
"United States","2017","7011750000","Transportation of waste by road","00","Total for all sectors","All establishments","N","8,009,404","100.0","40% to less than 50%","5.6"
"United States","2017","7011775000","Transportation of waste by water","00","Total for all sectors","All establishments","105","35,366","100.0","40% to less than 50%","32.8"
"United States","2017","7011800000","Transportation of other goods by road","00","Total for all sectors","All establishments","26,101","36,438,704","100.0","30% to less than 40%","2.3"
"United States","2017","7011825000","Transportation of other goods by water","00","Total for all sectors","All establishments","246","1,347,095","100.0","10% to less than 20%","14.1"
"United States","2017","7011850000","Transportation of other goods by air","00","Total for all sectors","All establishments","299","867,021","100.0","40% to less than 50%","21.6"
"United States","2017","7011900000","Warehousing and storage services","00","Total for all sectors","All establishments","27,411","33,625,560","100.0","30% to less than 40%","1.2"
"United States","2017","7011925000","Freight transportation arrangement and customs brokering services","00","Total for all sectors","All establishments","25,759","65,117,578","100.0","30% to less than 40%","1.1"
"United States","2017","7011950000","Fulfillment services","00","Total for all sectors","All establishments","N","842,622","100.0","30% to less than 40%","7.9"
"United States","2017","7011975000","Handling services for goods","00","Total for all sectors","All establishments","13,327","20,140,679","100.0","30% to less than 40%","2.0"
"United States","2017","7012000000","Packing services for goods","00","Total for all sectors","All establishments","7,629","4,449,631","100.0","40% to less than 50%","4.3"
"United States","2017","7012025000","Packaging and labeling services","00","Total for all sectors","All establishments","7,296","8,488,047","100.0","40% to less than 50%","6.0"
"United States","2017","7012028000","Web site design and development services","00","Total for all sectors","All establishments","41,912","12,827,722","100.0","60% to less than 70%","6.8"
"United States","2017","7012030000","Database design and development services","00","Total for all sectors","All establishments","25,885","5,368,255","100.0","60% to less than 70%","7.5"
"United States","2017","7012033000","Custom software application design and development services","00","Total for all sectors","All establishments","57,945","85,858,753","100.0","50% to less than 60%","3.4"
"United States","2017","7012035000","Customization and integration of packaged software","00","Total for all sectors","All establishments","58,700","135,445,401","100.0","60% to less than 70%","4.5"
"United States","2017","7012038000","Network security design and development services","00","Total for all sectors","All establishments","N","3,713,120","100.0","60% to less than 70%","11.6"
"United States","2017","7012040000","Network design and development services, except security","00","Total for all sectors","All establishments","N","2,527,168","100.0","60% to less than 70%","15.4"
"United States","2017","7012043000","Computer systems design services","00","Total for all sectors","All establishments","N","56,226,920","100.0","50% to less than 60%","5.3"
"United States","2017","7012045000","Computer systems design and development services","00","Total for all sectors","All establishments","15,730","18,361,355","100.0","70% to less than 80%","16.6"
"United States","2017","7012048000","Computer systems integration services","00","Total for all sectors","All establishments","N","8,502,991","100.0","70% to less than 80%","10.2"
"United States","2017","7012050000","Industrial design services","00","Total for all sectors","All establishments","2,327","2,159,354","100.0","40% to less than 50%","5.6"
"United States","2017","7012075000","Graphic design services, except advertising graphic design ","00","Total for all sectors","All establishments","17,485","6,706,914","100.0","50% to less than 60%","2.3"
"United States","2017","7012100000","Clothing and other specialized design services, not elsewhere classified","00","Total for all sectors","All establishments","3,177","1,933,140","100.0","50% to less than 60%","7.5"
"United States","2017","7012125000","Testing services","00","Total for all sectors","All establishments","7,669","19,643,708","100.0","50% to less than 60%","2.0"
"United States","2017","7012150000","Calibration services for instruments and reference materials","00","Total for all sectors","All establishments","434","403,519","100.0","50% to less than 60%","30.9"
"United States","2017","7012175000","Product certification services","00","Total for all sectors","All establishments","476","976,061","100.0","50% to less than 60%","21.6"
"United States","2017","7012200000","Management system registration services ","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","7012225000","Commercial inspection services","00","Total for all sectors","All establishments","581","364,871","100.0","40% to less than 50%","14.1"
"United States","2017","7012250000","Consulting services, testing and related fields","00","Total for all sectors","All establishments","1,010","468,721","100.0","40% to less than 50%","15.8"
"United States","2017","7012253000","Geophysical data acquisition services","00","Total for all sectors","All establishments","267","328,318","100.0","70% to less than 80%","35.9"
"United States","2017","7012255000","Geophysical data processing services","00","Total for all sectors","All establishments","289","422,701","100.0","40% to less than 50%","13.6"
